sample_index,true_label_name,SFT+LoRA_status,SFT+LoRA_pred,SFT+LoRA_confidence,SFT-only_status,SFT-only_pred,SFT-only_confidence
134,bubbly,WRONG,swirly,0.7217,WRONG,swirly,0.9846
135,bubbly,WRONG,porous,0.3023,WRONG,matted,0.9101
147,bubbly,not-logged-as-wrong,,,WRONG,blotchy,0.5567
152,bubbly,not-logged-as-wrong,,,WRONG,flecked,0.5447
158,bubbly,WRONG,sprinkled,0.7028,WRONG,porous,0.3503
160,bumpy,WRONG,scaly,1.0000,WRONG,scaly,0.9999
161,bumpy,WRONG,knitted,0.9850,WRONG,knitted,0.9978
164,bumpy,WRONG,braided,0.8152,WRONG,braided,0.9977
165,bumpy,not-logged-as-wrong,,,WRONG,pitted,0.2966
166,bumpy,WRONG,scaly,0.9932,WRONG,scaly,0.9953
169,bumpy,WRONG,cracked,0.8284,WRONG,cracked,0.8257
170,bumpy,WRONG,cobwebbed,0.2914,WRONG,grid,0.2727
173,bumpy,WRONG,waffled,0.3297,not-logged-as-wrong,,
174,bumpy,WRONG,grooved,0.3186,WRONG,grooved,0.4740
175,bumpy,WRONG,pitted,0.6258,WRONG,porous,0.9848
177,bumpy,not-logged-as-wrong,,,WRONG,honeycombed,0.5682
178,bumpy,WRONG,potholed,0.8401,WRONG,potholed,0.9906
180,bumpy,WRONG,waffled,0.5431,WRONG,waffled,0.9219
181,bumpy,WRONG,studded,0.6820,WRONG,perforated,0.9687
183,bumpy,WRONG,cracked,0.7709,WRONG,wrinkled,0.4069
187,bumpy,WRONG,cracked,0.9882,WRONG,cracked,0.9972
190,bumpy,WRONG,pitted,0.7278,WRONG,blotchy,0.8512
192,bumpy,WRONG,pitted,0.9379,WRONG,pitted,0.8467
210,chequered,WRONG,braided,0.3470,WRONG,perforated,0.8632
225,chequered,not-logged-as-wrong,,,WRONG,banded,0.2434
236,chequered,WRONG,flecked,0.9448,WRONG,flecked,0.4453
237,chequered,WRONG,banded,0.4305,not-logged-as-wrong,,
239,chequered,WRONG,wrinkled,0.9795,WRONG,wrinkled,0.7628
241,cobwebbed,WRONG,cracked,0.7473,not-logged-as-wrong,,
242,cobwebbed,WRONG,blotchy,0.5719,not-logged-as-wrong,,
258,cobwebbed,WRONG,cracked,0.8349,WRONG,grid,0.7361
260,cobwebbed,WRONG,interlaced,0.8758,WRONG,interlaced,0.9779
261,cobwebbed,WRONG,cracked,0.9628,not-logged-as-wrong,,
289,cracked,WRONG,veined,0.4291,not-logged-as-wrong,,
294,cracked,WRONG,stratified,0.8146,WRONG,stratified,0.6239
295,cracked,WRONG,veined,0.7344,WRONG,veined,0.6213
296,cracked,not-logged-as-wrong,,,WRONG,scaly,0.9188
298,cracked,WRONG,cobwebbed,0.8933,WRONG,cobwebbed,0.7415
300,cracked,WRONG,veined,0.5469,WRONG,porous,0.4492
303,cracked,not-logged-as-wrong,,,WRONG,stained,0.4223
307,cracked,WRONG,smeared,0.4952,not-logged-as-wrong,,
308,cracked,WRONG,pitted,0.5840,WRONG,pitted,0.9220
314,cracked,WRONG,veined,0.4125,WRONG,veined,0.2994
321,crosshatched,WRONG,grid,0.8996,WRONG,grid,0.9726
323,crosshatched,WRONG,smeared,0.5591,not-logged-as-wrong,,
325,crosshatched,WRONG,stratified,0.3136,not-logged-as-wrong,,
329,crosshatched,not-logged-as-wrong,,,WRONG,grid,0.9171
330,crosshatched,WRONG,flecked,0.9730,WRONG,flecked,0.9668
332,crosshatched,WRONG,cracked,0.9475,WRONG,cracked,0.9227
335,crosshatched,WRONG,banded,0.5960,WRONG,dotted,0.2104
337,crosshatched,WRONG,grid,0.4797,WRONG,gauzy,0.9862
341,crosshatched,WRONG,fibrous,0.6807,WRONG,fibrous,0.9898
344,crosshatched,not-logged-as-wrong,,,WRONG,meshed,0.4703
347,crosshatched,not-logged-as-wrong,,,WRONG,blotchy,0.6897
350,crosshatched,WRONG,bumpy,0.9405,WRONG,bumpy,0.8953
352,crosshatched,WRONG,flecked,0.6573,WRONG,flecked,0.5034
354,crosshatched,WRONG,lacelike,0.5416,not-logged-as-wrong,,
365,crystalline,not-logged-as-wrong,,,WRONG,lacelike,0.3958
386,crystalline,WRONG,stained,0.9481,WRONG,stained,0.9888
393,crystalline,not-logged-as-wrong,,,WRONG,sprinkled,0.5825
408,dotted,not-logged-as-wrong,,,WRONG,polka-dotted,0.8985
409,dotted,not-logged-as-wrong,,,WRONG,polka-dotted,0.5465
410,dotted,not-logged-as-wrong,,,WRONG,polka-dotted,0.8877
415,dotted,WRONG,studded,0.9484,WRONG,polka-dotted,0.8432
416,dotted,not-logged-as-wrong,,,WRONG,polka-dotted,0.5649
418,dotted,WRONG,polka-dotted,0.6332,WRONG,polka-dotted,0.9317
424,dotted,WRONG,perforated,0.7437,WRONG,polka-dotted,0.9442
431,dotted,WRONG,polka-dotted,0.7246,WRONG,polka-dotted,0.9992
435,dotted,WRONG,polka-dotted,0.9794,WRONG,polka-dotted,0.9998
439,dotted,WRONG,perforated,0.7437,WRONG,polka-dotted,0.9442
440,fibrous,not-logged-as-wrong,,,WRONG,matted,0.7437
441,fibrous,WRONG,marbled,0.6305,WRONG,grid,0.5184
442,fibrous,WRONG,marbled,0.7888,WRONG,marbled,0.4986
444,fibrous,WRONG,matted,0.6240,WRONG,matted,0.9974
446,fibrous,WRONG,porous,0.9109,WRONG,porous,0.8408
448,fibrous,WRONG,veined,0.9074,WRONG,matted,0.4574
450,fibrous,WRONG,matted,0.9402,WRONG,matted,0.5592
452,fibrous,WRONG,matted,0.9914,WRONG,matted,1.0000
454,fibrous,WRONG,braided,0.9044,WRONG,braided,0.9791
456,fibrous,WRONG,matted,0.7388,WRONG,matted,0.9989
459,fibrous,WRONG,matted,0.9980,WRONG,matted,1.0000
461,fibrous,WRONG,spiralled,0.6376,WRONG,spiralled,0.5866
471,fibrous,WRONG,matted,0.8159,WRONG,matted,0.9854
472,fibrous,WRONG,matted,0.6970,not-logged-as-wrong,,
473,fibrous,WRONG,veined,0.7668,WRONG,veined,0.7674
478,fibrous,not-logged-as-wrong,,,WRONG,matted,0.6860
482,flecked,WRONG,sprinkled,0.6149,WRONG,sprinkled,0.7864
484,flecked,WRONG,lacelike,0.4889,not-logged-as-wrong,,
486,flecked,WRONG,porous,0.5495,WRONG,porous,0.7950
489,flecked,not-logged-as-wrong,,,WRONG,bumpy,0.8116
491,flecked,not-logged-as-wrong,,,WRONG,polka-dotted,0.3884
499,flecked,WRONG,knitted,0.5101,not-logged-as-wrong,,
500,flecked,WRONG,knitted,0.8474,WRONG,knitted,0.9180
504,flecked,WRONG,scaly,0.2982,WRONG,scaly,0.8217
505,flecked,WRONG,crosshatched,0.4579,WRONG,dotted,0.8722
508,flecked,WRONG,pleated,0.3074,WRONG,grooved,0.7848
509,flecked,WRONG,dotted,0.3515,WRONG,polka-dotted,0.9779
517,flecked,WRONG,polka-dotted,0.4087,WRONG,polka-dotted,0.6810
521,freckled,WRONG,veined,0.4713,not-logged-as-wrong,,
524,freckled,WRONG,veined,0.9994,WRONG,veined,0.9978
528,freckled,WRONG,sprinkled,0.9736,WRONG,sprinkled,0.8622
531,freckled,WRONG,veined,0.8403,WRONG,veined,0.4979
532,freckled,WRONG,smeared,0.7284,WRONG,sprinkled,0.6691
533,freckled,not-logged-as-wrong,,,WRONG,striped,0.5840
543,freckled,WRONG,bumpy,0.9823,WRONG,bumpy,0.6603
544,freckled,WRONG,spiralled,0.9901,WRONG,spiralled,0.9968
558,freckled,WRONG,sprinkled,0.4218,WRONG,sprinkled,0.7866
585,frilly,WRONG,lacelike,0.9383,WRONG,lacelike,0.7106
595,frilly,not-logged-as-wrong,,,WRONG,wrinkled,0.4326
598,frilly,not-logged-as-wrong,,,WRONG,sprinkled,0.4961
599,frilly,not-logged-as-wrong,,,WRONG,spiralled,0.7634
606,gauzy,WRONG,lacelike,0.4931,not-logged-as-wrong,,
612,gauzy,WRONG,smeared,0.9643,not-logged-as-wrong,,
620,gauzy,WRONG,pleated,0.4997,not-logged-as-wrong,,
627,gauzy,not-logged-as-wrong,,,WRONG,pleated,0.7624
632,gauzy,WRONG,wrinkled,0.9345,WRONG,wrinkled,0.8954
634,gauzy,WRONG,pleated,0.5357,WRONG,stained,0.7130
635,gauzy,WRONG,wrinkled,0.9794,WRONG,wrinkled,0.9098
640,grid,not-logged-as-wrong,,,WRONG,meshed,0.5852
641,grid,WRONG,crosshatched,0.4138,WRONG,crosshatched,0.6725
643,grid,WRONG,crosshatched,0.2997,WRONG,crosshatched,0.8601
644,grid,not-logged-as-wrong,,,WRONG,lined,0.9851
646,grid,not-logged-as-wrong,,,WRONG,meshed,0.9957
648,grid,WRONG,flecked,0.2080,WRONG,chequered,0.3688
650,grid,WRONG,lacelike,0.7552,WRONG,interlaced,0.9818
655,grid,not-logged-as-wrong,,,WRONG,meshed,0.4726
656,grid,WRONG,lacelike,0.4172,WRONG,spiralled,0.3519
657,grid,WRONG,meshed,0.4397,WRONG,zigzagged,0.5842
658,grid,WRONG,knitted,0.9415,WRONG,woven,0.4716
659,grid,WRONG,knitted,0.7522,WRONG,woven,0.6130
660,grid,WRONG,zigzagged,0.8693,WRONG,zigzagged,0.7658
661,grid,WRONG,perforated,0.4414,WRONG,perforated,0.6866
662,grid,WRONG,meshed,0.8212,WRONG,meshed,0.9617
664,grid,WRONG,zigzagged,0.4595,WRONG,zigzagged,0.9174
669,grid,not-logged-as-wrong,,,WRONG,perforated,0.4712
671,grid,WRONG,crosshatched,0.8371,WRONG,waffled,0.5016
672,grid,WRONG,perforated,0.9091,WRONG,perforated,0.8657
673,grid,WRONG,crosshatched,0.5140,WRONG,interlaced,0.6325
678,grid,WRONG,perforated,0.4132,WRONG,perforated,0.4801
680,grooved,WRONG,stratified,0.6616,WRONG,porous,0.1960
683,grooved,WRONG,crosshatched,0.9982,WRONG,crosshatched,0.9950
684,grooved,WRONG,pleated,0.6924,WRONG,pleated,0.7159
687,grooved,WRONG,veined,0.9644,WRONG,freckled,0.6303
688,grooved,WRONG,crosshatched,0.4756,not-logged-as-wrong,,
689,grooved,WRONG,banded,0.9919,WRONG,striped,0.5385
691,grooved,WRONG,banded,0.8669,WRONG,banded,0.5542
695,grooved,WRONG,pleated,0.2777,WRONG,waffled,0.5469
697,grooved,WRONG,gauzy,0.3284,WRONG,lined,0.4064
700,grooved,WRONG,cobwebbed,0.7296,not-logged-as-wrong,,
706,grooved,WRONG,gauzy,0.3513,WRONG,gauzy,0.2238
709,grooved,WRONG,cracked,0.5111,WRONG,cracked,0.4752
721,honeycombed,WRONG,flecked,0.3378,not-logged-as-wrong,,
723,honeycombed,WRONG,perforated,0.3667,WRONG,meshed,0.9756
727,honeycombed,not-logged-as-wrong,,,WRONG,blotchy,0.7301
731,honeycombed,WRONG,frilly,0.7354,WRONG,blotchy,0.4332
736,honeycombed,WRONG,perforated,0.7448,WRONG,perforated,0.9921
740,honeycombed,WRONG,perforated,0.9388,WRONG,perforated,0.5223
753,honeycombed,WRONG,meshed,0.4945,WRONG,grid,0.4680
759,honeycombed,WRONG,bubbly,0.8211,WRONG,bubbly,0.8947
761,interlaced,WRONG,honeycombed,0.6839,WRONG,honeycombed,0.9568
762,interlaced,WRONG,lacelike,0.9848,not-logged-as-wrong,,
763,interlaced,WRONG,zigzagged,0.9981,WRONG,zigzagged,0.9940
767,interlaced,WRONG,zigzagged,0.9844,WRONG,zigzagged,0.9838
771,interlaced,WRONG,waffled,0.3816,WRONG,waffled,0.7817
776,interlaced,WRONG,stained,0.3563,WRONG,stained,0.3054
781,interlaced,WRONG,braided,0.9963,WRONG,braided,0.9846
782,interlaced,WRONG,knitted,0.9999,WRONG,knitted,0.9999
783,interlaced,WRONG,zigzagged,0.9589,WRONG,zigzagged,0.9889
785,interlaced,WRONG,cracked,0.4764,not-logged-as-wrong,,
786,interlaced,WRONG,paisley,0.7991,not-logged-as-wrong,,
788,interlaced,WRONG,lacelike,0.9405,WRONG,stained,0.4618
795,interlaced,WRONG,zigzagged,0.9381,WRONG,zigzagged,0.9500
796,interlaced,WRONG,paisley,0.7888,WRONG,paisley,0.7366
804,knitted,WRONG,gauzy,0.3866,WRONG,woven,0.7510
809,knitted,WRONG,braided,0.5032,WRONG,braided,0.5307
822,knitted,WRONG,wrinkled,0.6742,WRONG,wrinkled,0.9344
823,knitted,WRONG,flecked,0.4586,WRONG,woven,0.7745
831,knitted,not-logged-as-wrong,,,WRONG,flecked,0.9423
837,knitted,not-logged-as-wrong,,,WRONG,spiralled,0.4568
840,lacelike,WRONG,pitted,0.5263,WRONG,stained,0.9611
843,lacelike,WRONG,knitted,0.2758,WRONG,braided,0.7153
852,lacelike,not-logged-as-wrong,,,WRONG,sprinkled,0.8990
856,lacelike,WRONG,paisley,0.5357,not-logged-as-wrong,,
863,lacelike,not-logged-as-wrong,,,WRONG,stained,0.8639
864,lacelike,WRONG,flecked,0.6299,WRONG,flecked,0.4633
865,lacelike,WRONG,sprinkled,0.9957,WRONG,sprinkled,0.9910
867,lacelike,not-logged-as-wrong,,,WRONG,swirly,0.8848
878,lacelike,not-logged-as-wrong,,,WRONG,cobwebbed,0.9046
882,lined,WRONG,grooved,0.5990,WRONG,grooved,0.5767
883,lined,WRONG,pleated,0.6529,WRONG,banded,0.7464
886,lined,WRONG,grooved,0.7223,WRONG,grooved,0.8595
887,lined,WRONG,banded,0.9954,WRONG,banded,0.9997
890,lined,WRONG,grooved,0.5725,WRONG,grooved,0.6452
893,lined,WRONG,banded,0.6712,WRONG,banded,0.9366
896,lined,WRONG,banded,0.8370,WRONG,banded,0.7160
898,lined,WRONG,banded,0.9163,not-logged-as-wrong,,
899,lined,WRONG,scaly,0.4792,WRONG,striped,0.9804
902,lined,WRONG,banded,0.9903,WRONG,banded,0.9928
903,lined,WRONG,grooved,0.7127,not-logged-as-wrong,,
904,lined,not-logged-as-wrong,,,WRONG,banded,0.9376
906,lined,WRONG,banded,0.9991,WRONG,banded,0.9920
907,lined,WRONG,banded,0.9979,WRONG,banded,0.9993
908,lined,WRONG,banded,0.9686,WRONG,banded,0.9427
911,lined,WRONG,banded,0.8400,WRONG,banded,0.7141
914,lined,WRONG,banded,0.9991,WRONG,banded,1.0000
915,lined,WRONG,grooved,0.7122,WRONG,grooved,0.4860
916,lined,WRONG,banded,0.9984,WRONG,banded,0.9965
917,lined,not-logged-as-wrong,,,WRONG,wrinkled,0.2666
920,marbled,WRONG,veined,0.3448,WRONG,porous,0.9048
922,marbled,WRONG,flecked,0.8531,WRONG,flecked,0.9870
923,marbled,not-logged-as-wrong,,,WRONG,sprinkled,0.5412
926,marbled,WRONG,swirly,0.9909,WRONG,swirly,0.9995
929,marbled,WRONG,blotchy,0.7698,WRONG,blotchy,0.9351
930,marbled,WRONG,cracked,0.9919,WRONG,cracked,0.9942
938,marbled,WRONG,blotchy,0.4869,WRONG,blotchy,0.5328
939,marbled,not-logged-as-wrong,,,WRONG,stratified,0.8630
941,marbled,WRONG,porous,0.9812,WRONG,porous,0.9976
942,marbled,WRONG,wrinkled,0.4175,WRONG,wrinkled,0.8094
945,marbled,not-logged-as-wrong,,,WRONG,stained,0.8620
946,marbled,WRONG,stratified,0.9391,not-logged-as-wrong,,
948,marbled,not-logged-as-wrong,,,WRONG,crystalline,0.6774
951,marbled,WRONG,veined,0.2946,WRONG,fibrous,0.6503
953,marbled,WRONG,blotchy,0.8330,WRONG,blotchy,0.9973
957,marbled,WRONG,veined,0.9873,WRONG,stained,0.9192
958,marbled,WRONG,blotchy,0.8282,WRONG,blotchy,0.9841
959,marbled,WRONG,blotchy,0.8666,WRONG,blotchy,0.9948
961,matted,WRONG,wrinkled,0.4976,WRONG,wrinkled,0.5085
964,matted,WRONG,fibrous,0.9991,WRONG,fibrous,0.9918
965,matted,WRONG,woven,0.3920,WRONG,chequered,0.2973
969,matted,WRONG,fibrous,0.9625,WRONG,fibrous,0.9925
970,matted,not-logged-as-wrong,,,WRONG,stained,0.5671
971,matted,WRONG,cracked,0.4802,WRONG,swirly,0.6996
972,matted,WRONG,fibrous,0.8601,WRONG,fibrous,0.9865
973,matted,WRONG,fibrous,0.2936,WRONG,marbled,0.4464
981,matted,WRONG,fibrous,0.9944,WRONG,fibrous,0.9973
982,matted,WRONG,wrinkled,0.6432,not-logged-as-wrong,,
987,matted,WRONG,fibrous,0.9431,not-logged-as-wrong,,
991,matted,WRONG,wrinkled,0.3616,WRONG,pleated,0.6514
992,matted,WRONG,pitted,0.5597,WRONG,pitted,0.9759
993,matted,WRONG,waffled,0.3283,WRONG,waffled,0.4092
996,matted,WRONG,knitted,0.3495,WRONG,striped,0.5018
1001,meshed,WRONG,grid,0.5014,not-logged-as-wrong,,
1002,meshed,WRONG,perforated,0.8125,WRONG,perforated,0.4778
1003,meshed,WRONG,grid,0.9955,WRONG,grid,0.7282
1004,meshed,WRONG,scaly,0.8040,not-logged-as-wrong,,
1005,meshed,WRONG,cobwebbed,0.7280,WRONG,cobwebbed,0.5505
1006,meshed,WRONG,interlaced,0.4754,WRONG,interlaced,0.6696
1007,meshed,WRONG,grid,0.9361,WRONG,grid,0.9578
1009,meshed,WRONG,perforated,0.4498,WRONG,perforated,0.7404
1010,meshed,WRONG,grid,0.8343,WRONG,grid,0.8281
1012,meshed,WRONG,grid,0.3660,not-logged-as-wrong,,
1013,meshed,WRONG,interlaced,0.4397,WRONG,interlaced,0.7044
1015,meshed,WRONG,perforated,0.7170,WRONG,honeycombed,0.5665
1016,meshed,WRONG,honeycombed,0.5206,WRONG,interlaced,0.5086
1017,meshed,WRONG,grid,0.5907,not-logged-as-wrong,,
1018,meshed,WRONG,cracked,0.9960,WRONG,cracked,0.8346
1021,meshed,WRONG,lacelike,0.9997,WRONG,lacelike,0.9744
1022,meshed,WRONG,perforated,0.8509,WRONG,perforated,0.5532
1025,meshed,WRONG,grid,0.4520,not-logged-as-wrong,,
1028,meshed,WRONG,matted,0.5548,WRONG,grid,0.7741
1029,meshed,WRONG,grid,0.9034,WRONG,grid,0.9084
1030,meshed,WRONG,grid,0.9824,WRONG,grid,0.9887
1032,meshed,WRONG,cobwebbed,0.8269,not-logged-as-wrong,,
1036,meshed,WRONG,perforated,0.3650,WRONG,perforated,0.5003
1037,meshed,WRONG,perforated,0.5021,WRONG,grid,0.5176
1042,paisley,WRONG,lacelike,0.6533,WRONG,swirly,0.6650
1052,paisley,not-logged-as-wrong,,,WRONG,swirly,0.9860
1055,paisley,WRONG,lacelike,1.0000,WRONG,lacelike,0.9998
1058,paisley,WRONG,lacelike,0.9907,WRONG,interlaced,0.9246
1060,paisley,WRONG,lacelike,0.7340,WRONG,swirly,0.7531
1089,perforated,not-logged-as-wrong,,,WRONG,honeycombed,0.5579
1090,perforated,WRONG,bumpy,0.5419,not-logged-as-wrong,,
1093,perforated,not-logged-as-wrong,,,WRONG,honeycombed,0.8289
1094,perforated,WRONG,studded,0.9631,not-logged-as-wrong,,
1098,perforated,WRONG,studded,0.7035,WRONG,studded,0.9780
1099,perforated,WRONG,dotted,0.9746,WRONG,dotted,0.8159
1100,perforated,WRONG,dotted,0.6968,WRONG,dotted,0.9364
1102,perforated,WRONG,grid,0.6885,not-logged-as-wrong,,
1106,perforated,WRONG,studded,0.4694,WRONG,studded,0.6237
1108,perforated,WRONG,studded,0.8683,not-logged-as-wrong,,
1110,perforated,not-logged-as-wrong,,,WRONG,scaly,0.3937
1111,perforated,WRONG,grid,0.9628,WRONG,grid,0.9209
1123,pitted,WRONG,blotchy,0.2905,not-logged-as-wrong,,
1124,pitted,not-logged-as-wrong,,,WRONG,porous,0.5850
1125,pitted,WRONG,sprinkled,0.7448,WRONG,stained,0.2858
1128,pitted,WRONG,blotchy,0.4399,WRONG,sprinkled,0.8607
1129,pitted,WRONG,crosshatched,0.6983,WRONG,crosshatched,0.5759
1130,pitted,not-logged-as-wrong,,,WRONG,porous,0.6161
1131,pitted,WRONG,sprinkled,0.5246,WRONG,sprinkled,0.6724
1132,pitted,WRONG,stained,0.6633,WRONG,blotchy,0.8474
1133,pitted,WRONG,flecked,0.4978,WRONG,blotchy,0.6750
1134,pitted,WRONG,blotchy,0.5957,not-logged-as-wrong,,
1135,pitted,WRONG,porous,0.6046,WRONG,porous,0.9231
1136,pitted,WRONG,porous,0.9053,not-logged-as-wrong,,
1137,pitted,not-logged-as-wrong,,,WRONG,porous,0.9734
1140,pitted,WRONG,porous,0.4960,WRONG,bumpy,0.6377
1141,pitted,not-logged-as-wrong,,,WRONG,porous,0.6065
1143,pitted,WRONG,porous,0.8635,not-logged-as-wrong,,
1146,pitted,WRONG,stained,0.9754,WRONG,stained,0.6132
1148,pitted,WRONG,blotchy,0.6108,WRONG,blotchy,0.9926
1149,pitted,WRONG,stained,0.9977,WRONG,stained,0.9896
1150,pitted,WRONG,potholed,0.6148,not-logged-as-wrong,,
1151,pitted,WRONG,flecked,0.5898,not-logged-as-wrong,,
1152,pitted,WRONG,flecked,0.3483,not-logged-as-wrong,,
1153,pitted,WRONG,stained,0.3534,WRONG,stained,0.3408
1155,pitted,not-logged-as-wrong,,,WRONG,porous,0.7018
1157,pitted,not-logged-as-wrong,,,WRONG,stained,0.6776
1159,pitted,not-logged-as-wrong,,,WRONG,porous,0.7407
1161,pleated,WRONG,frilly,0.4597,WRONG,gauzy,0.4940
1164,pleated,not-logged-as-wrong,,,WRONG,zigzagged,0.3892
1165,pleated,WRONG,gauzy,0.9750,WRONG,gauzy,0.9884
1168,pleated,not-logged-as-wrong,,,WRONG,gauzy,0.4644
1169,pleated,not-logged-as-wrong,,,WRONG,wrinkled,0.4789
1171,pleated,WRONG,gauzy,0.7514,WRONG,gauzy,0.6818
1177,pleated,WRONG,cracked,0.8811,WRONG,spiralled,0.8143
1181,pleated,WRONG,zigzagged,0.7673,WRONG,zigzagged,0.9479
1184,pleated,WRONG,wrinkled,0.4216,WRONG,stained,0.5261
1185,pleated,WRONG,grooved,0.4311,WRONG,grooved,0.8024
1188,pleated,WRONG,smeared,0.8425,not-logged-as-wrong,,
1191,pleated,not-logged-as-wrong,,,WRONG,crosshatched,0.6153
1194,pleated,WRONG,waffled,0.8413,WRONG,waffled,0.8810
1199,pleated,not-logged-as-wrong,,,WRONG,grooved,0.4206
1200,polka-dotted,WRONG,dotted,0.7197,not-logged-as-wrong,,
1201,polka-dotted,WRONG,perforated,0.9972,WRONG,perforated,1.0000
1202,polka-dotted,WRONG,dotted,0.5557,not-logged-as-wrong,,
1203,polka-dotted,WRONG,flecked,0.3017,not-logged-as-wrong,,
1204,polka-dotted,WRONG,studded,0.8349,WRONG,dotted,0.5400
1207,polka-dotted,WRONG,dotted,0.9952,WRONG,dotted,0.9260
1208,polka-dotted,not-logged-as-wrong,,,WRONG,stained,0.7086
1212,polka-dotted,WRONG,dotted,0.8583,not-logged-as-wrong,,
1214,polka-dotted,WRONG,dotted,0.5423,not-logged-as-wrong,,
1215,polka-dotted,WRONG,perforated,0.9015,not-logged-as-wrong,,
1217,polka-dotted,WRONG,perforated,0.7294,not-logged-as-wrong,,
1218,polka-dotted,WRONG,dotted,0.7411,WRONG,dotted,0.8327
1220,polka-dotted,WRONG,dotted,0.8643,not-logged-as-wrong,,
1223,polka-dotted,WRONG,honeycombed,0.8287,not-logged-as-wrong,,
1225,polka-dotted,WRONG,dotted,0.9907,WRONG,dotted,0.9951
1226,polka-dotted,WRONG,perforated,0.8961,not-logged-as-wrong,,
1230,polka-dotted,WRONG,studded,0.8119,not-logged-as-wrong,,
1232,polka-dotted,WRONG,perforated,0.6995,not-logged-as-wrong,,
1233,polka-dotted,WRONG,dotted,0.9939,WRONG,dotted,0.9966
1241,porous,WRONG,sprinkled,0.8455,WRONG,sprinkled,0.9499
1244,porous,WRONG,flecked,0.5239,WRONG,pitted,0.9346
1245,porous,WRONG,veined,0.3070,WRONG,potholed,0.4350
1248,porous,WRONG,stained,0.8477,WRONG,stained,0.9619
